message,"@timestamp"
"2026-04-13 15:47:56.016 DEBUG 1 --- [621825997692102] cn.reliablesense.mid.service.UdpService  : 待解析AP(98487479cb70)接收到的设备数据(c300005b2294): BleTag{mac=c300005b2294, timestamp=1776095270, rssi=-93, battery=3716, reserved=0, data=0201061AFF39060209C80463B909C8046DB709C8044AB609C80468C5840E}","Apr 13, 2026 @ 23:47:56.253"
"2026-04-13 15:47:56.018 DEBUG 1 --- [621825997692102] cn.reliablesense.mid.service.UdpService  : 获取到附近beacon信息(c300005b2294): [Beacon(mac=2504:1128, latitude=23.3680337, longitude=113.3170546, rssi=-59), Beacon(mac=2504:1123, latitude=23.36806275, longitude=113.317077, rssi=-71), Beacon(mac=2504:1133, latitude=23.36801275, longitude=113.3171043, rssi=-73), Beacon(mac=2504:1098, latitude=23.36799357, longitude=113.31701, rssi=-74)]","Apr 13, 2026 @ 23:47:56.253"
"2026-04-13 15:47:54.170 DEBUG 1 --- [621825997385265] cn.reliablesense.mid.service.UdpService  : 获取到附近beacon信息(c300005b2294): [Beacon(mac=2504:1128, latitude=23.3680337, longitude=113.3170546, rssi=-59), Beacon(mac=2504:1123, latitude=23.36806275, longitude=113.317077, rssi=-71), Beacon(mac=2504:1133, latitude=23.36801275, longitude=113.3171043, rssi=-73), Beacon(mac=2504:1098, latitude=23.36799357, longitude=113.31701, rssi=-74)]","Apr 13, 2026 @ 23:47:54.248"
"2026-04-13 15:47:54.168 DEBUG 1 --- [621825997385265] cn.reliablesense.mid.service.UdpService  : 待解析AP(9848747a2a90)接收到的设备数据(c300005b2294): BleTag{mac=c300005b2294, timestamp=1776095269, rssi=-93, battery=3716, reserved=0, data=0201061AFF39060209C80463B909C8046DB709C8044AB609C80468C5840E}","Apr 13, 2026 @ 23:47:54.247"
"2026-04-13 15:47:51.707 DEBUG 1 --- [621825994197491] cn.reliablesense.mid.service.UdpService  : 待解析AP(98487479eb50)接收到的设备数据(c300005b2294): BleTag{mac=c300005b2294, timestamp=1776095269, rssi=-97, battery=3716, reserved=0, data=0201061AFF39060209C80463B909C8046DB709C8044AB609C80468C5840E}","Apr 13, 2026 @ 23:47:52.233"
"2026-04-13 15:47:51.709 DEBUG 1 --- [621825994197491] cn.reliablesense.mid.service.UdpService  : 获取到附近beacon信息(c300005b2294): [Beacon(mac=2504:1128, latitude=23.3680337, longitude=113.3170546, rssi=-59), Beacon(mac=2504:1123, latitude=23.36806275, longitude=113.317077, rssi=-71), Beacon(mac=2504:1133, latitude=23.36801275, longitude=113.3171043, rssi=-73), Beacon(mac=2504:1098, latitude=23.36799357, longitude=113.31701, rssi=-74)]","Apr 13, 2026 @ 23:47:52.233"
"2026-04-13 15:47:04.234 DEBUG 1 --- [621825997692102] cn.reliablesense.mid.service.UdpService  : 获取到附近beacon信息(c300005b2294): [Beacon(mac=2504:1128, latitude=23.3680337, longitude=113.3170546, rssi=-67), Beacon(mac=2504:1133, latitude=23.36801275, longitude=113.3171043, rssi=-70), Beacon(mac=2504:1438, latitude=23.36795888, longitude=113.3171294, rssi=-75), Beacon(mac=2504:1123, latitude=23.36806275, longitude=113.317077, rssi=-77)]","Apr 13, 2026 @ 23:47:05.215"
"2026-04-13 15:47:04.227 DEBUG 1 --- [621825997692102] cn.reliablesense.mid.service.UdpService  : 待解析AP(9848747a2a90)接收到的设备数据(c300005b2294): BleTag{mac=c300005b2294, timestamp=1776095219, rssi=-91, battery=3716, reserved=0, data=0201061AFF39060209C8046DBA09C8059EB509C80468BD09C80463B3840E}","Apr 13, 2026 @ 23:47:05.215"
"2026-04-13 15:46:29.330 DEBUG 1 --- [621825998353632] cn.reliablesense.mid.service.UdpService  : 待解析AP(9848747a17b0)接收到的设备数据(c300005b2294): BleTag{mac=c300005b2294, timestamp=1776095179, rssi=-71, battery=3716, reserved=0, data=0201061AFF39060209C8044AB009C80468BE09C8046DBA09C80463B3840E}","Apr 13, 2026 @ 23:46:30.221"
"2026-04-13 15:46:29.332 DEBUG 1 --- [621825998353632] cn.reliablesense.mid.service.UdpService  : 获取到附近beacon信息(c300005b2294): [Beacon(mac=2504:1128, latitude=23.3680337, longitude=113.3170546, rssi=-66), Beacon(mac=2504:1133, latitude=23.36801275, longitude=113.3171043, rssi=-70), Beacon(mac=2504:1123, latitude=23.36806275, longitude=113.317077, rssi=-77), Beacon(mac=2504:1098, latitude=23.36799357, longitude=113.31701, rssi=-80)]","Apr 13, 2026 @ 23:46:30.221"
"2026-04-13 15:46:21.671 DEBUG 1 --- [621825997692102] cn.reliablesense.mid.service.UdpService  : 待解析AP(98487479eb50)接收到的设备数据(c300005b2294): BleTag{mac=c300005b2294, timestamp=1776095180, rssi=-93, battery=3716, reserved=0, data=0201061AFF39060209C8044AB009C80468BE09C8046DBA09C80463B3840E}","Apr 13, 2026 @ 23:46:22.229"
"2026-04-13 15:46:21.673 DEBUG 1 --- [621825997692102] cn.reliablesense.mid.service.UdpService  : 获取到附近beacon信息(c300005b2294): [Beacon(mac=2504:1128, latitude=23.3680337, longitude=113.3170546, rssi=-66), Beacon(mac=2504:1133, latitude=23.36801275, longitude=113.3171043, rssi=-70), Beacon(mac=2504:1123, latitude=23.36806275, longitude=113.317077, rssi=-77), Beacon(mac=2504:1098, latitude=23.36799357, longitude=113.31701, rssi=-80)]","Apr 13, 2026 @ 23:46:22.229"
"2026-04-13 15:46:19.528 DEBUG 1 --- [621825997692102] cn.reliablesense.mid.service.UdpService  : 获取到附近beacon信息(c300005b2294): [Beacon(mac=2504:1128, latitude=23.3680337, longitude=113.3170546, rssi=-66), Beacon(mac=2504:1133, latitude=23.36801275, longitude=113.3171043, rssi=-70), Beacon(mac=2504:1123, latitude=23.36806275, longitude=113.317077, rssi=-77), Beacon(mac=2504:1098, latitude=23.36799357, longitude=113.31701, rssi=-80)]","Apr 13, 2026 @ 23:46:20.216"
"2026-04-13 15:46:19.524 DEBUG 1 --- [621825997692102] cn.reliablesense.mid.service.UdpService  : 待解析AP(9848747a17b0)接收到的设备数据(c300005b2294): BleTag{mac=c300005b2294, timestamp=1776095169, rssi=-79, battery=3716, reserved=0, data=0201061AFF39060209C8044AB009C80468BE09C8046DBA09C80463B3840E}","Apr 13, 2026 @ 23:46:20.216"
"2026-04-13 15:45:49.507 DEBUG 1 --- [621825997692102] cn.reliablesense.mid.service.UdpService  : 获取到附近beacon信息(c300005b2294): [Beacon(mac=2504:1123, latitude=23.36806275, longitude=113.317077, rssi=-67), Beacon(mac=2504:1128, latitude=23.3680337, longitude=113.3170546, rssi=-70), Beacon(mac=2504:1133, latitude=23.36801275, longitude=113.3171043, rssi=-74), Beacon(mac=2504:1098, latitude=23.36799357, longitude=113.31701, rssi=-75)]","Apr 13, 2026 @ 23:45:50.225"
"2026-04-13 15:45:49.505 DEBUG 1 --- [621825997692102] cn.reliablesense.mid.service.UdpService  : 待解析AP(9848747a17b0)接收到的设备数据(c300005b2294): BleTag{mac=c300005b2294, timestamp=1776095139, rssi=-80, battery=3716, reserved=0, data=0201061AFF39060209C80463BD09C80468BA09C8044AB509C8046DB6840E}","Apr 13, 2026 @ 23:45:50.224"
"2026-04-13 15:45:41.735 DEBUG 1 --- [621825997692102] cn.reliablesense.mid.service.UdpService  : 待解析AP(98487479eb50)接收到的设备数据(c300005b2294): BleTag{mac=c300005b2294, timestamp=1776095140, rssi=-93, battery=3716, reserved=0, data=0201061AFF39060209C80463BD09C80468BA09C8044AB509C8046DB6840E}","Apr 13, 2026 @ 23:45:42.239"
